"","word","n","exNum"
"1371","st",39,12
"1372","tone",39,18
"1373","tried",39,26
"1374","trouble",39,24
"1375","types",39,18
"1376","users",39,10
"1377","variation",39,13
"1378","absence",38,14
"1379","addressing",38,17
"1380","breakfast",38,14
"1381","closer",38,67
"1382","colloquial",38,12
"1383","consistent",38,12
"1384","din",38,10
"1385","elements",38,19
"1386","et",38,11
"1387","formed",38,38
"1388","ideas",38,18
"1389","members",38,11
"1390","met",38,29
"1391","military",38,16
"1392","nobody",38,11
"1393","periods",38,5
"1394","quickly",38,10
"1395","recommend",38,14
"1396","request",38,18
"1397","responsibility",38,14
"1398","slept",38,18
"1399","starts",38,23
"1400","tool",38,19
"1401","unlike",38,13
"1402","weak",38,26
"1403","wood",38,16
"1404","associated",37,20
"1405","bible",37,11
"1406","break",37,104
"1407","characters",37,22
"1408","citation",37,11
"1409","city",37,13
"1410","connotations",37,12
"1411","countable",37,5
"1412","cultural",37,10
"1413","decision",37,16
"1414","define",37,15
"1415","degree",37,21
"1416","drop",37,46
"1417","entity",37,13
"1418","focus",37,17
"1419","hedstrom",37,-1
"1420","historic",37,11
"1421","ii",37,10
"1422","impossible",37,13
"1423","india",37,10
"1424","instances",37,14
"1425","jargon",37,11
"1426","linked",37,15
"1427","matters",37,28
"1428","meta",37,19
"1429","mid",37,13
"1430","news",37,39
"1431","noticed",37,26
"1432","prepositions",37,10
"1433","risk",37,15
"1434","southern",37,11
"1435","subjective",37,11
"1436","tends",37,18
"1437","ungrammatical",37,6
"1438","absolutely",36,12
"1439","allows",36,17
"1440","casual",36,18
"1441","chinese",36,10
"1442","circumstances",36,20
"1443","connection",36,21
"1444","crowded",36,22
"1445","detail",36,17
"1446","dropped",36,46
"1447","eye",36,39
"1448","face",36,56
"1449","fix",36,31
"1450","foreign",36,16
"1451","gear",36,26
"1452","gunga",36,0
"1453","helps",36,17
"1454","idiot",36,11
"1455","lead",36,41
"1456","limited",36,17
"1457","linguistic",36,11
"1458","occurs",36,12
"1459","primary",36,16
"1460","pronunciations",36,14
"1461","realize",36,13
"1462","record",36,22
"1463","religion",36,17
"1464","shape",36,22
"1465","sites",36,13
"1466","suggestion",36,12
"1467","task",36,16
"1468","tive",36,-1
"1469","truth",36,15
"1470","username",36,3
"1471","vulgar",36,17
"1472","agreement",35,11
"1473","amateur",35,13
"1474","brainer",35,-1
"1475","carry",35,47
"1476","changing",35,37
"1477","collective",35,13
"1478","color",35,27
"1479","delete",35,10
"1480","distinct",35,15
"1481","doesn",35,-1
"1482","edition",35,12
"1483","elsewhere",35,11
"1484","ex",35,13
"1485","fish",35,19
"1486","geeks",35,12
"1487","guides",35,17
"1488","hole",35,28
"1489","indexes",35,6
"1490","indicates",35,14
"1491","ironic",35,12
"1492","listener",35,15
"1493","method",35,17
"1494","mistake",35,16
"1495","moms",35,7
"1496","okay",35,20
"1497","pair",35,19
"1498","plurals",35,10
"1499","practical",35,20
"1500","professor",35,12
"1501","provides",35,14
"1502","quantity",35,13
"1503","scottish",35,10
"1504","setting",35,92
"1505","sounding",35,33
"1506","summary",35,15
"1507","tag",35,18
"1508","who's",35,1
"1509","active",34,30
"1510","affect",34,22
"1511","britain",34,10
"1512","church",34,17
"1513","clearer",34,65
"1514","contemporary",34,17
"1515","design",34,19
"1516","dirty",34,27
"1517","eaten",34,18
"1518","element",34,19
"1519","equally",34,12
"1520","expert",34,13
"1521","fachidiot",34,-1
"1522","favor",34,28
"1523","fits",34,32
"1524","flat",34,33
"1525","fonts",34,11
"1526","greater",34,36
"1527","ical",34,0
"1528","japan",34,10
"1529","listed",34,23
"1530","loua",34,-1
"1531","nike",34,10
"1532","ought",34,18
"1533","overall",34,12
"1534","pages",34,15
"1535","passage",34,17
"1536","pick",34,55
"1537","quick",34,29
"1538","regarding",34,20
"1539","ring",34,37
"1540","round",34,38
"1541","shared",34,20
"1542","sir",34,16
"1543","suggestions",34,12
"1544","synonyms",34,10
"1545","un",34,11
"1546","usa",34,10
"1547","acronyms",33,8
"1548","advantage",33,23
"1549","ah",33,10
"1550","al",33,13
"1551","asks",33,21
"1552","australia",33,10
"1553","band",33,20
"1554","bar",33,30
"1555","begins",33,19
"1556","conjunction",33,11
"1557","cover",33,44
"1558","date",33,28
"1559","editor",33,15
"1560","el",33,10
"1561","hearing",33,22
"1562","indices",33,14
"1563","influence",33,16
"1564","island",33,10
"1565","lived",33,37
"1566","manner",33,25
"1567","marked",33,38
"1568","near",33,31
"1569","observation",33,13
"1570","opinions",33,16
"1571","perceived",33,12
"1572","peter",33,12
"1573","presumably",33,11
"1574","region",33,18
"1575","remains",33,15
"1576","renting",33,13
"1577","save",33,20
"1578","section",33,15
"1579","study",33,26
"1580","stuff",33,21
"1581","stupid",33,14
"1582","tchrist",33,-1
"1583","tenant",33,10
"1584","usual",33,18
"1585","walking",33,42
"1586","yeah",33,10
"1587","answered",32,27
"1588","clarify",32,12
"1589","closest",32,70
"1590","complement",32,19
"1591","complements",32,19
"1592","continue",32,21
"1593","dates",32,28
"1594","debate",32,17
"1595","decide",32,17
"1596","distribution",32,15
"1597","earliest",32,19
"1598","emails",32,13
"1599","everybody",32,10
"1600","exchange",32,16
"1601","existing",32,14
"1602","explains",32,20
"1603","folks",32,18
"1604","impression",32,12
"1605","intent",32,17
"1606","jokes",32,19
"1607","links",32,15
"1608","match",32,26
"1609","mediocre",32,12
"1610","metaphor",32,10
"1611","nerd",32,7
"1612","notes",32,26
"1613","offer",32,26
"1614","pay",32,35
"1615","powers",32,31
"1616","precise",32,16
"1617","queen",32,11
"1618","relation",32,15
"1619","represent",32,20
"1620","series",32,17
"1621","seven",32,10
"1622","somehow",32,11
"1623","spellings",32,22
"1624","subjects",32,24
"1625","table",32,19
"1626","technology",32,10
"1627","toast",32,14
"1628","twice",32,13
"1629","unlikely",32,11
"1630","usages",32,14
"1631","account",31,30
"1632","additional",31,11
"1633","authors",31,14
"1634","basketball",31,10
"1635","benefit",31,15
"1636","binary",31,12
"1637","building",31,21
"1638","cars",31,10
"1639","considering",31,19
"1640","control",31,21
"1641","currently",31,11
"1642","details",31,17
"1643","died",31,27
"1644","discussing",31,11
"1645","drink",31,25
"1646","efficient",31,13
"1647","expressed",31,25
"1648","facts",31,17
"1649","faq",31,0
"1650","felt",31,32
"1651","fumblefingers",31,-1
"1652","hands",31,99
"1653","hello",31,14
"1654","jesus",31,0
"1655","landlord",31,10
"1656","mainly",31,11
"1657","parenthetical",31,9
"1658","performance",31,11
"1659","permeable",31,8
"1660","placed",31,53
"1661","pm",31,11
"1662","precisely",31,16
"1663","proof",31,18
"1664","rack",31,18
"1665","rat",31,13
"1666","require",31,17
"1667","rise",31,29
"1668","roads",31,15
"1669","roots",31,23
"1670","sea",31,18
"1671","titles",31,15
"1672","yellow",31,13
"1673","ancient",30,17
"1674","animal",30,18
"1675","applicable",30,11
"1676","aside",30,17
"1677","bicycle",30,10
"1678","bought",30,25
"1679","carries",30,10
"1680","chicago",30,10
"1681","closing",30,68
"1682","collection",30,15
"1683","complexity",30,12
"1684","counting",30,19
"1685","extent",30,12
"1686","feature",30,22
"1687","filename",30,0
"1688","ie",30,10
"1689","intention",30,16
"1690","interpreted",30,13
"1691","jec",30,-1
"1692","leads",30,41
"1693","linguistics",30,10
"1694","logically",30,13
"1695","member",30,11
"1696","minor",30,15
"1697","notion",30,14
"1698","occasionally",30,10
"1699","ordinary",30,17
"1700","parallel",30,17
"1701","pause",30,15
"1702","pointed",30,44
"1703","range",30,30
"1704","regional",30,16
"1705","restaurant",30,10
"1706","role",30,11
"1707","roughly",30,34
"1708","showing",30,40
"1709","song",30,12
"1710","telling",30,27
"1711","tendency",30,16
"1712","translate",30,14
"1713","twelve",30,10
"1714","unit",30,13
"1715","becoming",29,15
"1716","besides",29,17
"1717","capital",29,25
"1718","caught",29,53
"1719","conveys",29,11
"1720","create",29,13
"1721","dark",29,29
"1722","definite",29,13
"1723","duplicate",29,13
"1724","educated",29,16
"1725","everyday",29,14
"1726","faith",29,18
"1727","fight",29,18
"1728","gone",29,112
"1729","hotel",29,15
"1730","hours",29,21
"1731","implied",29,13
"1732","indefinite",29,12
"1733","kid",29,12
"1734","knowing",29,19
"1735","largely",29,11
"1736","lie",29,28
"1737","miles",29,11
"1738","national",29,17
"1739","naturally",29,10
"1740","ngrams",29,-1
"1741","omitted",29,12
"1742","participle",29,5
"1743","popularity",29,11
"1744","possibility",29,12
"1745","preceding",29,12
"1746","pro",29,12
"1747","ran",29,180
"1748","si",29,10
"1749","sit",29,36
"1750","smart",29,20
"1751","stated",29,28
"1752","stick",29,42
"1753","strategy",29,12
"1754","surprised",29,20
"1755","taboo",29,18
"1756","texts",29,18
"1757","unambiguous",29,11
"1758","uncommon",29,12
"1759","values",29,21
"1760","wind",29,32
"1761","youth",29,12
"1762","admit",28,19
"1763","adopted",28,14
"1764","ages",28,29
"1765","ame",28,6
"1766","analogy",28,7
"1767","animals",28,18
"1768","answering",28,27
"1769","apples",28,10
"1770","assuming",28,21
"1771","board",28,25
"1772","brought",28,39
"1773","capitalize",28,12
"1774","citations",28,11
"1775","closed",28,72
"1776","consonants",28,6
"1777","cost",28,22
"1778","datum",28,6
"1779","ee",28,6
"1780","eg",28,5
"1781","expressing",28,25
"1782","fell",28,63
"1783","ground",28,52
"1784","hate",28,18
"1785","helped",28,27
"1786","imperial",28,10
"1787","interchangeable",28,12
"1788","kinda",28,11
"1789","ladies",28,20
"1790","literature",28,17
"1791","lives",28,46
"1792","lord",28,5
"1793","magazine",28,10
"1794","major",28,21
"1795","minutes",28,17
"1796","missed",28,19
"1797","novel",28,11
"1798","occurred",28,12
"1799","print",28,18
"1800","rd",28,8
"1801","reality",28,13
"1802","sad",28,14
"1803","safe",28,22
"1804","sarcasm",28,11
"1805","shit",28,12
"1806","shut",28,25
"1807","society",28,15
"1808","spacing",28,16
"1809","spell",28,25
"1810","suitable",28,10
"1811","temperature",28,10
"1812","unique",28,17
"1813","upper",28,14
"1814","worship",28,12
"1815","achieve",27,12
"1816","adds",27,18
"1817","agreed",27,24
"1818","apostrophes",27,7
"1819","appreciate",27,14
"1820","areas",27,16
"1821","authorities",27,21
"1822","authority",27,21
"1823","bare",27,57
"1824","began",27,19
"1825","bi",27,10
"1826","born",27,51
"1827","brackets",27,13
"1828","burden",27,12
"1829","causes",27,18
"1830","checked",27,45
"1831","clean",27,50
"1832","college",27,11
"1833","computers",27,10
"1834","contains",27,17
"1835","deleted",27,10
"1836","descriptive",27,12
"1837","development",27,13
"1838","eleven",27,10
"1839","engineering",27,19
"1840","etymonline",27,-1
"1841","explicitly",27,15
"1842","favorite",27,13
"1843","fields",27,24
"1844","forget",27,15
"1845","frequency",27,12
"1846","gals",27,10
"1847","glass",27,15
"1848","government",27,17
"1849","influenced",27,16
"1850","innocent",27,18
"1851","interpret",27,13
"1852","irrelevant",27,15
"1853","leaves",27,37
"1854","leaving",27,30
"1855","literary",27,13
"1856","majority",27,14
"1857","mentioning",27,15
"1858","mixed",27,32
"1859","move",27,30
"1860","nd",27,8
"1861","newspaper",27,10
"1862","newspapers",27,10
"1863","offered",27,26
"1864","options",27,14
"1865","persian",27,10
"1866","persons",27,21
"1867","player",27,13
"1868","prior",27,12
"1869","ready",27,22
"1870","reminds",27,11
"1871","salt",27,23
"1872","searching",27,26
"1873","silent",27,16
"1874","skill",27,13
"1875","spend",27,18
"1876","sunday",27,12
"1877","symbols",27,11
"1878","teachers",27,10
"1879","thread",27,15
"1880","throughout",27,14
"1881","tits",27,5
"1882","torus",27,5
"1883","tv",27,10
"1884","twenty",27,12
"1885","ultimately",27,16
"1886","universal",27,17
"1887","unknown",27,13
"1888","upvote",27,1
"1889","variants",27,13
"1890","verbal",27,21
"1891","wait",27,27
"1892","western",27,15
"1893","widespread",27,11
"1894","worked",27,56
"1895","addressed",26,22
"1896","adverb",26,6
"1897","afraid",26,17
"1898","bear",26,49
"1899","boat",26,18
"1900","careful",26,19
"1901","commas",26,6
"1902","companies",26,24
"1903","cool",26,34
"1904","counter",26,31
"1905","der",26,0
"1906","ear",26,26
"1907","enemy",26,16
"1908","es",26,9
"1909","event",26,18
"1910","fail",26,30
"1911","falls",26,61
"1912","finding",26,25
"1913","formula",26,13
"1914","generic",26,12
"1915","hat",26,17
"1916","held",26,60
"1917","helping",26,24
"1918","ice",26,29
"1919","indian",26,12
"1920","linguists",26,8
"1921","matches",26,26
"1922","modal",26,5
"1923","model",26,16
"1924","moment",26,16
"1925","months",26,11
"1926","prescriptive",26,9
"1927","principle",26,26
"1928","realm",26,13
"1929","register",26,17
"1930","removed",26,23
"1931","robert",26,10
"1932","smith",26,11
"1933","soon",26,17
"1934","statements",26,13
"1935","strategic",26,14
"1936","sun",26,15
"1937","update",26,11
"1938","variations",26,13
"1939","wet",26,28
"1940","wondering",26,17
"1941","writes",26,26
"1942","anti",25,10
"1943","china",25,11
"1944","chosen",25,25
"1945","circles",25,27
"1946","cited",25,13
"1947","classical",25,16
"1948","club",25,17
"1949","cold",25,39
"1950","concern",25,21
"1951","currency",25,10
"1952","dollars",25,10
"1953","dry",25,33
"1954","errors",25,12
"1955","euphemism",25,11
"1956","figurative",25,13
"1957","george",25,10
"1958","habit",25,17
"1959","hyphenated",25,9
"1960","i'd've",25,-1
"1961","implying",25,12
"1962","index",25,15
"1963","individuals",25,19
"1964","irony",25,12
"1965","leg",25,18
"1966","master",25,23
"1967","maximum",25,11
"1968","nowadays",25,12
"1969","phonetic",25,8
"1970","plain",25,23
"1971","portuguese",25,10
"1972","possessive",25,7
"1973","private",25,27
"1974","promise",25,19
"1975","respond",25,13
"1976","reverse",25,21
"1977","romans",25,12
"1978","saxon",25,8
"1979","serve",25,21
"1980","step",25,33
"1981","switch",25,17
"1982","teaching",25,18
"1983","tells",25,26
"1984","toward",25,18
"1985","trivial",25,12
"1986","typical",25,12
"1987","unstressed",25,6
"1988","upvoted",25,1
"1989","victory",25,16
"1990","vocabulary",25,13
"1991","wide",25,27
"1992","anglo",24,11
"1993","ap",24,10
"1994","assumed",24,23
"1995","borrowed",24,3
"1996","canada",24,10
"1997","clarity",24,11
"1998","cleaned",24,50
"1999","coach",24,13
"2000","contract",24,26
"2001","court",24,15
"2002","dick",24,10
"2003","draw",24,52
"2004","earth",24,19
"2005","education",24,15
"2006","equal",24,22
"2007","equipment",24,11
"2008","exclusively",24,23
"2009","experts",24,13
"2010","explicit",24,15
"2011","fault",24,23
"2012","foolish",24,17
"2013","fried",24,11
"2014","greeting",24,14
"2015","humans",24,15
"2016","hypothetical",24,13
"2017","imperative",24,12
"2018","indicative",24,11
"2019","interestingly",24,15
"2020","lexical",24,5
"2021","lowercase",24,5
"2022","market",24,22
"2023","opportunity",24,11
"2024","optional",24,11
"2025","pairs",24,19
"2026","presented",24,26
"2027","printed",24,18
"2028","produced",24,19
"2029","properly",24,19
"2030","recall",24,14
"2031","received",24,28
"2032","removing",24,21
"2033","scientific",24,13
"2034","screen",24,14
"2035","separates",24,26
"2036","seriously",24,13
"2037","slight",24,22
"2038","smell",24,20
"2039","soft",24,29
"2040","someone's",24,10
"2041","standing",24,73
"2042","stands",24,62
"2043","street",24,19
"2044","strict",24,22
"2045","suggesting",24,15
"2046","tactical",24,11
"2047","thinks",24,33
"2048","traditionally",24,10
"2049","training",24,21
"2050","treated",24,18
"2051","trick",24,27
"2052","typography",24,7
"2053","unusual",24,11
"2054","votes",24,19
"2055","west",24,14
"2056","absolute",23,25
"2057","abstract",23,15
"2058","angry",23,13
"2059","artefact",23,3
"2060","assure",23,15
"2061","axes",23,15
"2062","beat",23,49
"2063","bottom",23,26
"2064","box",23,23
